County,Municipality,Precinct,USC,STS,STH,School District,Total_Voters,Dem_Voters,Rep_Voters,Other_Voters,Male_Voters,Female_Voters,Unknown_Gender,Avg_Age,New_Registrations,Mail_Applications,Mail_Applications_Total,Mail_Applications_Approved,Mail_Applications_Declined,Mail_Ballots_Sent,Mail_Ballots_Returned,Mail_Ballots_Outstanding,Mail_Voters,Geo_Issue_Rows
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 4TH WARD 1ST PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,801,272,409,120,237,219,345,51.3,0,75,80,75,5,75,31,44,31,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 4TH WARD 2ND PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,1044,362,555,127,295,293,456,48.9,1,75,81,75,6,75,38,37,38,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 4TH WARD 3RD PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,853,296,428,129,248,253,352,51.0,1,85,89,85,4,85,50,35,50,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 5TH WARD 1ST PREC,,,,,1,1,0,0,0,0,1,45.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 5TH WARD 1ST PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,820,241,458,121,237,237,346,52.8,2,113,113,113,0,113,61,52,61,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 5TH WARD 2ND PREC,,,,,3,0,1,2,0,0,3,30.0,0,1,3,1,2,1,0,1,0,3
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 5TH WARD 2ND PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,1088,406,552,130,310,335,443,52.1,5,92,95,92,3,92,51,41,51,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 5TH WARD 3RD PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,752,242,420,90,193,203,356,52.7,1,60,66,60,6,60,23,37,23,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 1ST PREC,,,,,1,1,0,0,0,0,1,32.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 1ST PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,696,219,397,80,200,209,287,50.9,1,61,63,61,2,61,34,27,34,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 2ND PREC,,,,,2,2,0,0,0,0,2,66.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 2ND PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,598,201,329,68,176,182,240,50.0,0,46,49,46,3,46,25,21,25,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 3RD PREC,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 3RD PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,697,245,373,79,196,206,295,50.2,1,56,60,56,4,56,37,19,37,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 4TH PREC,,,,,1,1,0,0,0,0,1,42.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 6TH WARD 4TH PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,645,250,316,79,187,186,272,49.9,2,58,64,58,6,58,22,36,22,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 7TH WARD 1ST PREC,,,,,4,4,0,0,0,0,4,73.0,0,4,4,4,0,4,1,3,1,4
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 7TH WARD 1ST PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,696,210,396,90,180,213,303,54.6,0,50,51,50,1,50,23,27,23,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 7TH WARD 2ND PREC,,,,,2,2,0,0,0,0,2,29.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 7TH WARD 2ND PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,1282,389,747,146,348,391,543,58.2,2,148,157,148,9,148,68,80,68,0
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 7TH WARD 3RD PREC,,,,,1,0,1,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,SPRINGFIELD TWP,SPRINGFIELD TOWNSHIP 7TH WARD 3RD PREC,5,26,165,SPRINGFIELD SCHOOL DISTRICT,1037,344,566,127,285,318,434,51.3,3,74,77,74,3,74,40,34,40,0
DELAWARE,SWARTHMORE BORO,SWARTHMORE BOROUGH EASTERN PRECINCT,,,,,5,5,0,0,0,0,5,47.8,0,5,5,5,0,5,2,3,2,5
DELAWARE,SWARTHMORE BORO,SWARTHMORE BOROUGH EASTERN PRECINCT,5,26,165,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,1260,937,155,168,335,425,500,51.2,5,166,172,166,6,166,78,88,78,0
DELAWARE,SWARTHMORE BORO,SWARTHMORE BOROUGH NORTHERN PRECINCT,,,,,7,7,0,0,0,0,7,22.4,0,7,7,7,0,7,1,6,1,7
DELAWARE,SWARTHMORE BORO,SWARTHMORE BOROUGH NORTHERN PRECINCT,5,26,165,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,2497,1959,169,369,674,785,1038,36.3,2,212,217,212,5,212,87,125,87,0
DELAWARE,SWARTHMORE BORO,SWARTHMORE BOROUGH WESTERN PRECINCT,,,,,5,5,0,0,0,0,5,50.6,0,5,5,5,0,5,2,3,2,5
DELAWARE,SWARTHMORE BORO,SWARTHMORE BOROUGH WESTERN PRECINCT,5,26,165,WALLINGFORD-SWARTHMORE SCHOOL DISTRICT,1783,1305,233,245,500,554,729,49.9,4,250,262,250,12,250,120,130,120,0
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 1ST PRECINCT,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 1ST PRECINCT,5,9,160,WEST CHESTER SCHOOL DISTRICT,1305,390,673,242,348,374,583,52.6,2,103,115,103,12,103,49,54,49,0
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 2ND PRECINCT,5,9,160,WEST CHESTER SCHOOL DISTRICT,990,252,629,109,254,243,493,52.0,1,80,82,80,2,80,36,44,36,0
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 3RD PRECINCT,,,,,1,1,0,0,0,0,1,27.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 3RD PRECINCT,5,9,160,WEST CHESTER SCHOOL DISTRICT,1330,436,678,216,404,451,475,52.5,1,114,121,114,7,114,52,62,52,0
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 4TH PRECINCT,,,,,2,2,0,0,0,0,2,42.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 4TH PRECINCT,5,9,160,WEST CHESTER SCHOOL DISTRICT,1057,445,428,184,272,303,482,45.8,1,83,90,83,7,83,34,49,34,0
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 5TH PRECINCT,,,,,1,0,1,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,THORNBURY TWP,THORNBURY TOWNSHIP 5TH PRECINCT,5,9,160,WEST CHESTER SCHOOL DISTRICT,886,331,384,171,230,209,447,44.7,0,35,39,35,4,35,17,18,17,0
DELAWARE,TINICUM TWP,TINICUM TOWNSHIP 1ST WARD,5,8,185,INTERBORO SCHOOL DISTRICT,718,202,421,95,237,239,242,53.6,0,29,29,29,0,29,17,12,17,0
DELAWARE,TINICUM TWP,TINICUM TOWNSHIP 2ND WARD,5,8,185,INTERBORO SCHOOL DISTRICT,458,149,245,64,150,151,157,49.7,1,19,19,19,0,19,6,13,6,0
DELAWARE,TINICUM TWP,TINICUM TOWNSHIP 3RD WARD,5,8,185,INTERBORO SCHOOL DISTRICT,438,114,259,65,124,150,164,49.3,3,20,21,20,1,20,12,8,12,0
DELAWARE,TINICUM TWP,TINICUM TOWNSHIP 4TH WARD,5,8,185,INTERBORO SCHOOL DISTRICT,577,160,329,88,186,193,198,51.4,2,18,19,18,1,18,7,11,7,0
DELAWARE,TINICUM TWP,TINICUM TOWNSHIP 5TH WARD,,,,,2,0,2,0,0,0,2,45.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,TINICUM TWP,TINICUM TOWNSHIP 5TH WARD,5,8,185,INTERBORO SCHOOL DISTRICT,679,206,392,81,205,207,267,52.1,1,30,32,30,2,30,13,17,13,0
DELAWARE,TRAINER BORO,TRAINER BOROUGH,5,9,159,CHICHESTER SCHOOL DISTRICT,1248,603,426,219,374,447,427,46.9,7,41,43,41,2,41,25,16,25,0
DELAWARE,UNASSIGNED / NEW CURRENT,CLIFTON HEIGHTS BOROUGH 3RD WARD,,,,,1,1,0,0,0,0,1,24.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UNASSIGNED / NEW CURRENT,DARBY TOWNSHIP 3RD WARD,,,,,4,4,0,0,0,0,4,35.5,0,4,4,4,0,4,0,4,0,4
DELAWARE,UNASSIGNED / NEW CURRENT,NETHER PROVIDENCE TWP 2ND WARD,,,,,1,1,0,0,0,0,1,83.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UNASSIGNED / NEW CURRENT,NETHER PROVIDENCE TWP 5TH WARD,,,,,3,1,0,2,0,0,3,52.3,0,1,3,1,2,1,0,1,0,3
DELAWARE,UPLAND BORO,UPLAND BOROUGH 1ST PRECINCT,5,9,161,CHESTER UPLAND SCHOOL DISTRICT,1110,549,391,170,314,468,328,48.5,5,27,28,27,1,27,19,8,19,0
DELAWARE,UPLAND BORO,UPLAND BOROUGH 2ND PRECINCT,5,9,161,CHESTER UPLAND SCHOOL DISTRICT,733,422,209,102,197,266,270,51.5,1,40,41,40,1,40,24,16,24,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 1ST WARD 1ST PREC,,,,,2,0,0,2,0,0,2,37.5,0,0,2,0,2,0,0,0,0,2
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 1ST WARD 1ST PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,855,288,429,138,264,290,301,49.3,2,55,56,55,1,55,23,32,23,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 1ST WARD 2ND PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1272,450,604,218,369,438,465,48.8,3,85,91,85,6,85,38,47,38,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 2ND WARD 1ST PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,830,298,403,129,248,289,293,49.9,3,71,72,71,1,71,45,26,45,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 2ND WARD 2ND PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1126,519,464,143,341,378,407,50.6,2,71,72,71,1,71,23,48,23,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 3RD WARD 1ST PREC,,,,,1,1,0,0,0,0,1,70.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 3RD WARD 1ST PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1085,408,536,141,324,366,395,51.2,3,100,101,100,1,100,48,52,48,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 3RD WARD 2ND PREC,,,,,3,2,0,1,0,0,3,31.3,0,2,3,2,1,2,1,1,1,3
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 3RD WARD 2ND PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1256,499,563,194,350,422,484,52.9,4,145,150,145,5,145,73,72,73,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 4TH WARD 1ST PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,2485,962,1183,340,704,798,983,56.0,13,357,364,357,7,357,204,153,204,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 4TH WARD 2ND PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1385,434,713,238,383,435,567,53.3,4,133,134,133,1,133,61,72,61,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 5TH WARD 1ST PREC,,,,,2,1,1,0,0,0,2,33.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 5TH WARD 1ST PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1336,517,638,181,420,488,428,50.8,2,90,94,90,4,90,45,45,45,0
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 5TH WARD 2ND PREC,,,,,1,1,0,0,0,0,1,42.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER CHICHESTER TWP,UPPER CHICHESTER TWP 5TH WARD 2ND PREC,5,9,159,CHICHESTER SCHOOL DISTRICT,1038,479,407,152,315,460,263,50.8,3,77,78,77,1,77,42,35,42,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 1ST PREC,,,,,3,1,1,1,0,0,3,52.3,0,2,3,2,1,2,0,2,0,3
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 1ST PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1706,718,756,232,498,567,641,51.2,8,139,141,139,2,139,71,68,71,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 2ND PREC,,,,,1,0,0,1,0,0,1,27.0,0,0,1,0,1,0,0,0,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 2ND PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,733,424,194,115,215,279,239,48.3,3,71,74,71,3,71,36,35,36,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 3RD PREC,,,,,1,1,0,0,0,0,1,62.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 3RD PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1103,555,399,149,324,428,351,53.2,4,98,98,98,0,98,58,40,58,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 4TH PREC,,,,,5,4,1,0,0,0,5,33.4,0,5,5,5,0,5,0,5,0,5
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 4TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1416,797,401,218,434,525,457,47.1,4,88,89,88,1,88,50,38,50,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 5TH PREC,,,,,1,1,0,0,0,0,1,43.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 5TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1006,512,348,146,290,349,367,49.4,3,85,87,85,2,85,35,50,35,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 6TH PREC,,,,,2,2,0,0,0,0,2,42.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 6TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,717,369,246,102,215,248,254,49.3,2,71,75,71,4,71,32,39,32,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 7TH PREC,,,,,3,3,0,0,0,0,3,39.7,0,3,3,3,0,3,0,3,0,3
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 1ST DIST 7TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1526,911,323,292,568,674,284,45.3,7,116,122,116,6,116,50,66,50,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 1ST PREC,,,,,4,2,1,1,0,0,4,51.2,0,3,4,3,1,3,0,3,0,4
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 1ST PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1327,815,295,217,395,441,491,51.9,5,173,177,173,4,173,89,84,89,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 2ND PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1309,819,271,219,407,572,330,47.3,3,84,85,84,1,84,44,40,44,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 3RD PREC,,,,,2,2,0,0,0,0,2,62.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 3RD PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,981,428,428,125,292,368,321,48.5,4,73,75,73,2,73,43,30,43,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 4TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,857,339,412,106,264,301,292,50.3,3,43,45,43,2,43,24,19,24,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 5TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,590,268,256,66,171,240,179,47.8,0,44,44,44,0,44,18,26,18,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 6TH PREC,,,,,2,2,0,0,0,0,2,60.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 6TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1247,620,445,182,368,452,427,49.9,3,108,112,108,4,108,58,50,58,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 7TH PREC,,,,,5,4,1,0,0,0,5,30.8,0,5,5,5,0,5,0,5,0,5
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 2ND DIST 7TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1453,758,493,202,467,571,415,50.7,2,116,127,116,11,116,56,60,56,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 10TH PREC,,,,,3,1,1,1,0,0,3,42.0,0,2,3,2,1,2,0,2,0,3
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 10TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,993,436,396,161,313,322,358,49.7,4,79,83,79,4,79,52,27,52,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 1ST PREC,,,,,2,2,0,0,0,0,2,45.0,0,2,2,2,0,2,1,1,1,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 1ST PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1046,565,322,159,307,354,385,48.1,2,65,68,65,3,65,28,37,28,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 2ND PREC,,,,,1,1,0,0,0,0,1,44.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 2ND PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,490,213,213,64,147,141,202,50.7,2,43,43,43,0,43,30,13,30,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 3RD PREC,,,,,4,4,0,0,0,0,4,43.5,0,3,4,3,1,3,2,1,2,4
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 3RD PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1041,545,330,166,276,309,456,52.2,9,134,141,134,7,134,47,87,47,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 4TH PREC,,,,,2,2,0,0,0,0,2,51.5,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 4TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,871,376,341,154,287,301,283,48.6,1,52,55,52,3,52,30,22,30,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 5TH PREC,,,,,4,2,2,0,0,0,4,60.2,0,4,4,4,0,4,2,2,2,4
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 5TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,751,439,199,113,247,258,246,48.2,3,57,63,57,6,57,24,33,24,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 6TH PREC,,,,,2,2,0,0,0,0,2,55.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 6TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,712,404,191,117,209,311,192,45.8,3,42,48,42,6,42,14,28,14,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 7TH PREC,,,,,1,1,0,0,0,0,1,32.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 7TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,766,397,267,102,222,297,247,47.2,6,49,49,49,0,49,23,26,23,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 8TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,1324,597,556,171,330,405,589,50.9,2,140,143,140,3,140,65,75,65,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 9TH PREC,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 3RD DIST 9TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,930,442,327,161,267,258,405,49.6,0,96,99,96,3,96,44,52,44,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 1ST PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,1308,638,462,208,397,508,403,46.7,6,65,66,65,1,65,32,33,32,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 2ND PREC,,,,,2,2,0,0,0,0,2,59.0,0,2,2,2,0,2,1,1,1,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 2ND PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,896,595,160,141,249,285,362,48.2,3,52,55,52,3,52,19,33,19,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 3RD PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,472,285,99,88,141,149,182,48.8,2,19,20,19,1,19,8,11,8,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 4TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,622,337,179,106,174,200,248,48.7,2,34,36,34,2,34,14,20,14,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 5TH PREC,,,,,2,0,1,1,0,0,2,71.0,0,1,2,1,1,1,0,1,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 5TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,1056,650,232,174,312,358,386,47.1,4,46,47,46,1,46,15,31,15,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 6TH PREC,,,,,2,2,0,0,0,0,2,33.5,0,2,2,2,0,2,1,1,1,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 6TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,733,477,134,122,217,207,309,46.9,3,50,51,50,1,50,24,26,24,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 7TH PREC,,,,,1,1,0,0,0,0,1,20.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 7TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,890,489,261,140,269,315,306,48.3,4,52,56,52,4,52,29,23,29,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 8TH PREC,,,,,3,3,0,0,0,0,3,44.7,0,3,3,3,0,3,0,3,0,3
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 4TH DIST 8TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,1267,730,325,212,373,435,459,48.7,3,93,100,93,7,93,52,41,52,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 10TH PREC,,,,,1,1,0,0,0,0,1,61.0,0,1,1,1,0,1,1,0,1,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 10TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,687,471,95,121,226,253,208,46.5,1,38,39,38,1,38,14,24,14,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 1ST PREC,,,,,1,1,0,0,0,0,1,57.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 1ST PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,914,562,183,169,229,275,410,50.4,8,79,83,79,4,79,37,42,37,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 2ND PREC,,,,,2,2,0,0,0,0,2,48.0,0,2,2,2,0,2,0,2,0,2
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 2ND PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,902,697,88,117,249,334,319,47.3,5,49,50,49,1,49,21,28,21,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 3RD PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,790,560,106,124,180,241,369,47.9,7,43,44,43,1,43,19,24,19,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 4TH PREC,5,26,163,UPPER DARBY SCHOOL DISTRICT,523,337,97,89,146,193,184,48.1,5,57,59,57,2,57,23,34,23,0
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 5TH PREC,,,,,1,1,0,0,0,0,1,69.0,0,1,1,1,0,1,0,1,0,1
DELAWARE,UPPER DARBY TWP,UPPER DARBY TOWNSHIP 5TH DIST 5TH PREC,5,26,164,UPPER DARBY SCHOOL DISTRICT,995,688,138,169,341,348,306,48.5,3,75,79,75,4,75,38,37,38,0
